CASE_NUMBER,CASE_STATUS,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_END_DATE,EMPLOYER_NAME,JOB_TITLE,SOC_NAME,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMPLOYMENT,CHANGE_EMPLOYER,AMENDED_PETITION,WAGE_RATE_OF_PAY_FROM,PREVAILING_WAGE,FULL_TIME_POSITION,PW_UNIT_OF_PAY,PW_SOURCE_YEAR,H1B_DEPENDENT,EMPLOYER_CITY,WORKSITE_CITY,WORKSITE_COUNTY,EMPLOYER_STATE,WORKSITE_STATE,EMPLOYER_LAT,EMPLOYER_LONG,WORKSITE_LAT,WORKSITE_LONG
218,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,CATHOLIC HIGH SCHOOL INC.,TECHNOLOGY TEACHER,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND",1,1,0,0,0,0,0,25.8,19.7,Y,Hour,2016,N,GREENBAY,GREENBAY,BROWN,WI,WI,44.530892,-88.04482,44.530892,-88.04482
219,CERTIFIED,27-09-2016,03-10-2016,H-1B,14-01-2019,KPMG LLP,SENIOR ASSOCIATE,ACCOUNTANTS AND AUDITORS,1,0,1,0,0,0,0,80000,79976,Y,Year,2016,N,DALLAS,SANTA CLARA,SANTA CLARA,TX,CA,32.787629,-96.79941,37.39324,-121.96066
220,CERTIFIED,27-09-2016,03-10-2016,H-1B,28-09-2019,DELOITTE CONSULTING LLP,SENIOR CONSULTANT,COMPUTER SYSTEMS ANALYSTS,15,0,0,0,0,0,15,83000,78957,Y,Year,2016,N,PHILADELPHIA,DALLAS,DALLAS,PA,TX,39.952162,-75.17406,32.787629,-96.79941
221,CERTIFIED,27-09-2016,03-10-2016,H-1B,16-10-2019,AIRLINE TARIFF PUBLISHING COMPANY (ATPCO),J2EE APPLICATIONS DEVELOPER III,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,1,0,104100,104100,Y,Year,2016,N,DULLES,DULLES,LOUDOUN,VA,VA,39.004276,-77.43442,39.004276,-77.43442
222,CERTIFIED,27-09-2016,03-10-2016,H-1B,22-02-2020,"FRED MEYER STORES, INC.",PHARMACIST MANAGER,PHARMACISTS,1,1,0,0,0,0,0,63.23,51.69,Y,Hour,2016,N,PORTLAND,SHELTON,MASON,OR,WA,45.481791,-122.64055,47.224044,-123.10538
223,CERTIFIED,27-09-2016,03-10-2016,H-1B,28-02-2020,"GOLDMAN, SACHS & CO.",VICE PRESIDENT/INTERMEDIATE ASSOCIATE,COMPUTER SYSTEMS ANALYSTS,1,0,1,0,0,0,0,141200,124987,Y,Year,2016,N,JERSEY CITY,NEW YORK,NEW YORK,NJ,NY,40.721602,-74.04703,40.717179,-74.01433
224,CERTIFIED,27-09-2016,03-10-2016,H-1B,22-02-2020,"FRED MEYER STORES, INC.",PHARMACIST MANAGER,PHARMACISTS,1,1,0,0,0,0,0,63.23,52.93,Y,Hour,2016,N,PORTLAND,AUBURN,KING,OR,WA,45.481791,-122.64055,47.304221,-122.21602
225,CERTIFIED,27-09-2016,03-10-2016,H-1B,22-02-2020,"FRED MEYER STORES, INC.",PHARMACIST MANAGER,PHARMACISTS,1,1,0,0,0,0,0,63.23,53.43,Y,Hour,2016,N,PORTLAND,COOS BAY,COOS,OR,OR,45.481791,-122.64055,43.357357,-124.21086
226,CERTIFIED,27-09-2016,03-10-2016,H-1B,15-05-2018,FIDELITY TECHNOLOGY GROUP LLC,SENIOR USER EXPERIENCE DESIGNER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,90813,90813,Y,Year,2016,N,BOSTON,JERSEY CITY,HUDSON,MA,NJ,42.347974,-71.04463,40.73235,-74.075391
227,CERTIFIED,27-09-2016,03-10-2016,H-1B,16-10-2019,VIDYATECH SOFTWARE LLC,SOFTWARE ENGINEER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,1,0,0,0,0,0,106101,106101,Y,Year,2016,N,NEWCASTLE,NEWCASTLE,KING,WA,WA,47.493031,-122.14169,47.493031,-122.14169
228,CERTIFIED,27-09-2016,03-10-2016,H-1B,10-08-2017,FIDELITY TECHNOLOGY GROUP LLC,PRINCIPAL SOFTWARE ENGINEER/DEVELOPER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,0,1,96886,89600,Y,Year,2016,N,BOSTON,DURHAM,DURHAM,MA,NC,42.347974,-71.04463,36.051155,-78.857651
229,CERTIFIED,27-09-2016,03-10-2016,H-1B,19-07-2019,TATA CONSULTANCY SERVICES LIMITED,ARCHITECT,"COMPUTER OCCUPATIONS, ALL OTHER",1,0,0,0,0,0,1,62500,44512,Y,Year,2016,Y,ROCKVILLE,JACKSONVILLE,DUVAL,MD,FL,39.093408,-77.1718,30.148209,-81.56882
230,CERTIFIED,27-09-2016,03-10-2016,H-1B,16-10-2019,EMC CORPORATION,SENIOR SOFTWARE ENGINEER SPECIALIST,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,1,0,124675,124675,Y,Year,2016,N,HOPKINTON,SANTA CLARA,SANTA CLARA,MA,CA,42.220447,-71.53418,37.39324,-121.96066
231,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2018,"PREMIER IT SOLUTIONS, INC",PROGRAMMER ANALYST,COMPUTER PROGRAMMERS,1,0,0,0,0,0,1,60000,46301,Y,Year,2016,Y,RICHARDSON,RICHARDSON,DALLAS,TX,TX,32.948974,-96.70916,32.948974,-96.70916
232,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,"S. C. JOHNSON & SON, INC.","DIRECTOR-CLAIMS & SENSORY, GLOBAL RD&E, HOME CLEANING",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,1,0,0,0,0,1,0,160000,59134,Y,Year,2016,N,RACINE,RACINE,WISCONSIN,WI,WI,42.704519,-87.80062,42.704519,-87.80062
233,CERTIFIED,27-09-2016,03-10-2016,H-1B,02-10-2019,"SLALOM, LLC",SOLUTION ARCHITECT,"COMPUTER OCCUPATIONS, ALL OTHER",1,0,0,0,0,1,0,145000,108992,Y,Year,2016,N,SEATTLE,NEW YORK,NEW YORK,WA,NY,47.60252,-122.32855,40.739022,-73.98205
234,CERTIFIED,27-09-2016,03-10-2016,H-1B,04-10-2019,XEBRIUM INC.,QUALITY ASSURANCE ENGINEER,"COMPUTER OCCUPATIONS, ALL OTHER",1,0,0,0,0,1,0,65582,65582,Y,Year,2016,N,SAN JOSE,MENLO PARK,SAN MATEO,CA,CA,37.333941,-121.89154,37.451688,-122.18385
235,CERTIFIED,27-09-2016,03-10-2016,H-1B,31-05-2017,LAWRENCE BERKELEY NATIONAL LABORATORY,GEOLOGICAL POSTDOC FELLOW,"GEOSCIENTISTS, EXCEPT HYDROLOGISTS AND GEOGRAPHERS",1,0,1,0,0,0,0,65592,47237,Y,Year,2016,N,BERKELEY,BERKELEY,ALAMEDA,CA,CA,37.866825,-122.253582,37.866825,-122.253582
236,CERTIFIED,27-09-2016,03-10-2016,H-1B,09-10-2019,EASTERNCCTV USA LLC,ASSOCIATE PROJECT MANAGER,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,0,1,27.66,27.66,N,Hour,2016,N,PLAINVIEW,PANORAMA CITY,LOS ANGELES,NY,CA,40.779911,-73.47948,34.223753,-118.44322
237,CERTIFIED,27-09-2016,03-10-2016,H-1B,22-12-2019,"ADARA NETWORKS, INC.",PRINCIPAL SOFTWARE ENGINEER,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",1,0,1,0,0,0,0,190000,163363,Y,Year,2016,N,SAN JOSE,SAN JOSE,SANTA CLARA,CA,CA,37.335545,-121.89877,37.335545,-121.89877
238,CERTIFIED,27-09-2016,03-10-2016,H-1B,10-10-2019,BANK OF THE WEST,DATA ANALYTICS ANALYST III,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,1,0,140000,111176,Y,Year,2016,N,SAN RAMON,SAN RAMON,CONTRA COSTA,CA,CA,37.75735,-121.95213,37.75735,-121.95213
239,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,GOOGLE INC.,TEST ENGINEER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,1,0,120000,102149,Y,Year,2016,N,MOUNTAIN VIEW,MOUNTAIN VIEW,SANTA CLARA,CA,CA,37.40679,-122.07461,37.40679,-122.07461
240,CERTIFIED,27-09-2016,03-10-2016,H-1B,02-10-2019,"BRILLIO, LLC",SR. PROJECT MANAGER,"COMPUTER OCCUPATIONS, ALL OTHER",1,1,0,0,0,0,0,90000,61610,Y,Year,2016,Y,JERSEY CITY,POMONA,LOS ANGELES,NJ,CA,40.731901,-74.0402,34.06521,-117.77932
241,CERTIFIED,27-09-2016,03-10-2016,H-1B,31-10-2019,"PEARL CONSTRUCTION ENVIRONMENTAL SERVICE, INC.",PROJECT CIVIL ENGINEER,CIVIL ENGINEERS,1,1,0,0,0,0,0,37939,37939,Y,Year,2016,N,TAMUNING,HAGATNA,HAGATNA,GU,GU,13.48,144.77,13.47,144.74
242,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-02-2020,"CLUTCHPOINT, LLC",SOFTWARE DEVELOPER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,72000,57096,Y,Year,2016,Y,HERNDON,NASHUA,HILLSBOROUGH,VA,NH,38.977109,-77.38527,42.724822,-71.49238
243,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,"CLUTCHPOINT, LLC",SOFTWARE DEVELOPER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,72000,53040,Y,Year,2016,Y,HERNDON,TAMPA,HILLSBOROUGH,VA,FL,38.977109,-77.38527,28.071502,-82.49392
244,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,"TECH PROFY, INC.",SYSTEMS ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,1,0,0,0,0,60000,57907,Y,Year,2016,N,DUBLIN,COLUMBIA,HOWARD,CA,MD,37.714179,-121.92567,39.21536,-76.87823
245,CERTIFIED,27-09-2016,03-10-2016,H-1B,14-11-2019,SWISS RE MANAGEMENT (US) CORPORATION,SENIOR PRODUCT MANAGER,COMPUTER SYSTEMS ANALYSTS,1,1,0,0,0,0,0,97302,97302,Y,Year,2016,N,ARMONK,OVERLAND PARK,JOHNSON,NY,KS,41.129908,-73.70352,39.023105,-94.66658
246,CERTIFIED,27-09-2016,03-10-2016,H-1B,02-10-2019,HELEN OF TROY NEVADA CORP.,SENIOR SYSTEM ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,1,0,125000,84198,Y,Year,2016,N,EL PASO,SOUTHAVEN,DESOTO,TX,MS,31.848055,-106.54487,34.943945,-89.92279
247,CERTIFIED,27-09-2016,03-10-2016,H-1B,14-02-2020,ADVANSOFT INTERNATIONAL INC,SR. SAP SYSTEM ANALYST,"COMPUTER OCCUPATIONS, ALL OTHER",1,0,1,0,0,0,0,78000,75462,Y,Year,2016,Y,ARLINGTON HEIGHTS,COLLEGEVILLE,MONTGOMERY,IL,PA,42.069327,-87.98464,40.185637,-75.44873
248,CERTIFIED,27-09-2016,03-10-2016,H-1B,06-10-2019,"4-SERV SOLUTIONS, INC.",SOFTWARE DEVELOPER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,1,0,54704,54704,Y,Year,2016,Y,WIXOM,WIXOM,OAKLAND,MI,MI,42.511766,-83.47314,42.532251,-83.53378
249,CERTIFIED,27-09-2016,03-10-2016,H-1B,02-10-2019,"BOSS TECHNOLOGIES, INC",SENIOR PROGRAMMER ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,0,1,85000,67434,Y,Year,2016,Y,ALPHARETTA,ALPHARETTA,GEORGIA,GA,GA,34.026238,-84.24506,34.026238,-84.24506
250,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,AMERISOURCEBERGEN CORPORATION,VALIDATION ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,1,0,96762,96762,Y,Year,2016,N,CHESTERBROOK,ROCKVILLE,MONTGOMERY,PA,MD,40.058808,-75.40069,39.093408,-77.1718
251,CERTIFIED,27-09-2016,03-10-2016,H-1B,31-10-2019,INPATIENT SERVICES OF INDIANA,HOSPITALIST,"INTERNISTS, GENERAL",1,0,0,0,0,1,0,240000,187200,Y,Year,2016,N,GREENWOOD VILLAGE,LAFAYETTE,TIPPECANOE,CO,IN,39.610431,-104.88139,40.41836,-86.81847
252,CERTIFIED,27-09-2016,03-10-2016,H-1B,17-10-2019,SYMPHONY COMMUNICATION SERVICES,SYSTEMS ENGINEER,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",1,0,0,0,0,1,0,140000,122533,Y,Year,2016,N,PALO ALTO,PALO ALTO,SANTA CLARA,CA,CA,37.397823,-122.16605,37.397823,-122.16605
253,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-10-2019,UNIVERSITY OF UTAH,SENIOR SOFTWARE DESIGN ENGINEER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,1,0,0,0,0,0,85000,58968,Y,Year,2016,N,SALT LAKE CITY,SALT LAKE CITY,SALT LAKE,UT,UT,40.76784,-111.83805,40.744646,-111.81123
254,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,GENOME INTERNATIONAL CORPORATION,BUSINESS ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,0,1,77000,76835,Y,Year,2016,Y,MADISON,SOUTH SAN FRANCISCO,SAN MATEO,WI,CA,43.072994,-89.51992,37.652857,-122.4301
255,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-03-2020,"ILLUMINA, INC.",SR. BUSINESS APPLICATIONS ANALYSTS,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,102294,102294,Y,Year,2016,N,SAN DIEGO,SAN DIEGO,SAN DIEGO,CA,CA,32.856447,-117.21143,32.856447,-117.21143
256,CERTIFIED,27-09-2016,03-10-2016,H-1B,11-10-2019,"NOVA CONSULTANTS, INC.",ENVIRONMENTAL ENGINEER,ENVIRONMENTAL ENGINEERS,1,0,1,0,0,0,0,27.22,27.22,Y,Hour,2016,N,NOVI,NOVI,OAKLAND,MI,MI,42.462734,-83.45865,42.462734,-83.45865
257,CERTIFIED,27-09-2016,03-10-2016,H-1B,08-03-2020,AMERISOURCEBERGEN CORPORATION,BUSINESS SOLUTIONS ANALYST LEAD,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,1,0,0,0,90931,90931,Y,Year,2016,N,CHESTERBROOK,CHESTERBROOK,CHESTER,PA,PA,40.058808,-75.40069,40.058808,-75.40069
258,CERTIFIED,27-09-2016,03-10-2016,H-1B,31-12-2017,SQA CONCEPTS INC,SYSTEMS ENGINEER (NETWORKS),COMPUTER NETWORK ARCHITECTS,1,0,0,0,0,0,1,86000,85342,Y,Year,2016,Y,ASHBURN,MARLBOROUGH,MIDDLESEX,VA,MA,39.041978,-77.49064,42.350909,-71.54753
259,CERTIFIED,27-09-2016,03-10-2016,H-1B,31-07-2018,VIRGINIA MASON MEDICAL CENTER,CLINICAL FELLOWSHIP IN COMPLEX SPINE SURGERY,"PHYSICIANS AND SURGEONS, ALL OTHER",1,1,0,0,0,0,0,68556.8,68395,Y,Year,2014,N,SEATTLE,SEATTLE,KING,WA,WA,47.61067,-122.33438,47.61067,-122.33438
260,CERTIFIED,27-09-2016,03-10-2016,H-1B,09-10-2019,"NEWT GLOBAL CONSULTING, LLC",COMPUTER SYSTEMS ANALYST-SR. PERFORMANCE TESTER,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,1,0,86500,84864,Y,Year,2016,Y,IRVING,PISCATAWAY,MIDDLESEX,TX,NJ,32.872386,-96.98524,40.555355,-74.46094
261,CERTIFIED,27-09-2016,03-10-2016,H-1B,16-06-2017,THE UNIVERSITY OF ARIZONA,POSTDOCTORAL RESEARCH ASSOCIATE,AEROSPACE ENGINEERS,1,0,1,0,0,0,0,27.74,26.06,N,Hour,2016,N,TUCSON,"TUCSON,","PIMA,",AZ,AZ,32.233761,-110.949996,32.233761,-110.949996
262,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-03-2020,KCURA LLC,ADVANCED SOFTWARE ENGINEER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,86565.03,71843,Y,Year,2016,N,CHICAGO,CHICAGO,COOK,IL,IL,41.877589,-87.62818,41.877589,-87.62818
263,CERTIFIED,27-09-2016,03-10-2016,H-1B1 Singapore,01-10-2017,"UNFORESEEN PRODUCTIONS, INC.",PROJECT COORDINATOR,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",1,0,1,0,0,0,0,22.02,20.51,Y,Hour,2016,U,BURBANK,BURBANK,LOS ANGELES,CA,CA,34.166906,-118.34366,34.166906,-118.34366
264,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-10-2018,NEW YORK UNIVERSITY HOSPITALS CENTER,LABORATORY TECHNOLOGIST,MEDICAL AND CLINICAL LABORATORY TECHNOLOGISTS,1,1,0,0,0,0,0,56960,56960,Y,Year,2016,N,NEW YORK,NEW YORK,NEW YORK,NY,NY,40.74618,-73.97759,40.74618,-73.97759
265,CERTIFIED,27-09-2016,03-10-2016,H-1B,02-10-2019,"BRILLIO, LLC",ASSOCIATE DIRECTOR,"COMPUTER OCCUPATIONS, ALL OTHER",1,1,0,0,0,0,0,95000,61610,Y,Year,2016,Y,JERSEY CITY,POMONA,LOS ANGELES,NJ,CA,40.731901,-74.0402,34.06521,-117.77932
266,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,"APPLIED MATERIALS, INC.",PROCESS ENGINEER IV,MATERIALS ENGINEERS,1,0,0,0,0,1,0,133349,133349,Y,Year,2016,N,SANTA CLARA,SUNNYVALE,SANTA CLARA,CA,CA,37.39324,-121.96066,37.38894,-122.017956
267,CERTIFIED,27-09-2016,03-10-2016,H-1B,18-03-2020,"TAVANT TECHNOLOGIES, INC",PROGRAMMER ANALYST,COMPUTER PROGRAMMERS,1,0,1,0,0,0,0,115000,65582,Y,Year,2016,Y,SANTA CLARA,MONTEREY,MONTEREY,CA,CA,37.39324,-121.96066,36.586193,-121.88667
268,CERTIFIED,27-09-2016,03-10-2016,H-1B,11-03-2020,ANIMOTO INC.,"SOFTWARE ENGINEER, MOBILE","SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,123240,111405,Y,Year,2016,N,SAN FRANCISCO,NEW YORK,NEW YORK,CA,NY,37.792678,-122.40793,40.732509,-73.98935
269,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,WIPRO LIMITED,PROGRAMMER ANALYST LEVEL 1,COMPUTER PROGRAMMERS,1,0,0,0,0,0,1,60000,60000,Y,Year,2016,Y,EAST BRUNSWICK,MARYLAND HEIGHTS,ST. LOUIS,NJ,MO,40.434239,-74.40504,38.725331,-90.44451
270,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,WIPRO LIMITED,LEAD ENGINEER,"COMPUTER OCCUPATIONS, ALL OTHER",1,0,0,0,0,0,1,72987,72987,Y,Year,2016,Y,EAST BRUNSWICK,CARLSBAD,SAN DIEGO,NJ,CA,40.434239,-74.40504,33.158137,-117.32646
271,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,WIPRO LIMITED,PROGRAMMER ANALYST,COMPUTER PROGRAMMERS,1,0,0,0,0,0,1,67829,67829,Y,Year,2016,Y,EAST BRUNSWICK,SAN DIEGO,SAN DIEGO,NJ,CA,40.434239,-74.40504,33.022384,-117.10694
272,CERTIFIED,27-09-2016,03-10-2016,H-1B,09-11-2019,"TECPORT OPTICS, INC.",SR. TECHNOLOGY AND ENGINEERING ANALYST,MECHANICAL ENGINEERS,1,0,1,0,0,0,0,93000,92248,Y,Year,2016,N,ORLANDO,ORLANDO,ORANGE,FL,FL,28.494931,-81.28949,28.494931,-81.28949
273,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-11-2019,"COMPUNNEL SOFTWARE GROUP, INC.",SOFTWARE DEVELOPER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,74000,73590,Y,Year,2016,Y,PLAINSBORO,PRINCETON,MERCER,NJ,NJ,40.33371,-74.58512,40.357439,-74.64922
274,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,CAPGEMINI AMERICA INC,PROGRAMMER/DEVELOPER 1,COMPUTER PROGRAMMERS,2,0,0,0,0,2,0,60000,53123,Y,Year,2016,Y,CHICAGO,PHILADELPHIA,PHILADELPHIA,IL,PA,41.882582,-87.6376,39.952162,-75.17406
275,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,CAPGEMINI AMERICA INC,PROJECT MANAGER 2,"COMPUTER OCCUPATIONS, ALL OTHER",2,0,0,0,0,2,0,74568,74568,Y,Year,2016,Y,CHICAGO,HOUSTON,HARRIS,IL,TX,41.882582,-87.6376,29.752528,-95.39923
276,CERTIFIED,27-09-2016,03-10-2016,H-1B,16-10-2019,AQUILA FUNDAMENTAL STRATEGY PARTNERS LLC,ANALYST,FINANCIAL ANALYSTS,1,0,0,0,0,1,0,80000,65749,Y,Year,2016,N,NEW YORK,NEW YORK,NEW YORK,NY,NY,40.759015,-73.96732,40.759015,-73.96732
277,CERTIFIED,27-09-2016,03-10-2016,H-1B,10-10-2019,"PAYPAL, INC.",SOFTWARE ENGINEER 3,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",1,0,0,0,0,1,0,145000,142938,Y,Year,2016,N,SAN JOSE,SAN JOSE,SANTA CLARA,CA,CA,37.38631,-121.88987,37.38631,-121.88987
278,CERTIFIED,27-09-2016,03-10-2016,H-1B,10-10-2019,"PAYPAL, INC.",MTS 1 SOFTWARE ENGINEER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,1,0,170000,169749,Y,Year,2016,N,SAN JOSE,SAN JOSE,SANTA CLARA,CA,CA,37.38631,-121.88987,37.38631,-121.88987
279,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2018,POLYCARBON INDUSTRIES INC.,QUALITY ASSURANCE SPECIALIST,COMPLIANCE OFFICERS,1,0,0,1,0,0,0,62500,58469,Y,Year,2016,N,NEWBURYPORT,NEWBURYPORT,ESSEX,MA,MA,42.809891,-70.86363,42.809891,-70.86363
280,CERTIFIED,27-09-2016,03-10-2016,H-1B,09-02-2020,"LEIDOS, INC.",SOFTWARE ENGINEER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,94500,90688,Y,Year,2016,N,RESTON,BETHESDA,MONTGOMERY,VA,MD,38.959673,-77.3462,38.996842,-77.13519
281,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-10-2019,CHOICE HOTELS INTERNATIONAL SERVICES CORP,"PRODUCT MANAGER, THIRD PARTY DISTRIBUTION","COMPUTER OCCUPATIONS, ALL OTHER",1,0,0,0,0,1,0,105000,92373,Y,Year,2016,N,ROCKVILLE,PHOENIX,MARICOPA,MD,AZ,39.093408,-77.1718,33.689558,-111.96463
282,CERTIFIED,27-09-2016,03-10-2016,H-1B,12-11-2019,ASAP SOLUTIONS GROUP,SOFTWARE ENGINEER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,97.5,56.6,Y,Hour,2016,N,NORCROSS,SAN ANTONIO,BEXAR,GA,TX,33.9692,-84.23261,29.569934,-98.61282
283,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-08-2019,MOON CAPITAL MANAGMENT LP,FINANCIAL ANALYST,FINANCIAL ANALYSTS,1,0,0,0,0,1,0,85000,65749,Y,Year,2016,N,NEW YORK,NEW YORK,NEW YORK,NY,NY,40.759015,-73.96732,40.759015,-73.96732
284,CERTIFIED,27-09-2016,03-10-2016,H-1B,02-10-2019,"ONCORRE, INC.",BUSINESS ANALYST,"SOFTWARE DEVELOPERS, APPLICATIONS",1,1,0,0,0,0,0,65083,65083,Y,Year,2016,Y,BRIDGEWATER,BRIDGEWATER,SOMERSET,NJ,NJ,40.588097,-74.62253,40.588097,-74.62253
285,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-09-2019,"HAWK IMPORTERS, INC",MARKETING RESEARCH ANALYST,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,1,0,1,0,0,0,0,37149,37149,Y,Year,2016,N,LONG BEACH,LONG BEACH,LOS ANGELES,CA,CA,33.865916,-118.18362,33.865916,-118.18362
286,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,"VARUNAVI IT CONSULTANTS, INC.",PEGA DEVELOPER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,0,1,99000,72862,Y,Year,2016,N,CARY,LITTLETON,DOUGLAS,NC,CO,35.76812,-78.829548,39.539556,-105.009739
287,CERTIFIED,27-09-2016,03-10-2016,H-1B,09-10-2019,GENZYME THERAPEUTIC PRODUCTS LIMITED PARTNERSHIP,PRINCIPAL COMPLIANCE SPECIALIST,COMPLIANCE OFFICERS,1,0,1,0,0,0,0,78280,78270,Y,Year,2016,N,CAMBRIDGE,FRAMINGHAM,MIDDLESEX,MA,MA,42.362297,-71.08412,42.318695,-71.42344
288,CERTIFIED,27-09-2016,03-10-2016,H-1B,06-10-2019,INFOSYS LIMITED,CONSULTANT - US,COMPUTER SYSTEMS ANALYST,1,0,0,1,0,0,0,88779,84864,Y,Year,2016,Y,PLANO,JERSEY CITY,HUDSON,TX,NJ,33.07707,-96.79859,40.721602,-74.04703
289,CERTIFIED,27-09-2016,03-10-2016,H-1B,23-10-2019,MICROSOFT CORPORATION,DATA AND APPLIED SCIENTIST,MATHEMATICIANS,1,0,0,0,0,0,1,128127,89586,Y,Year,2016,N,REDMOND,REDMOND,KING,WA,WA,47.677471,-122.12138,47.677471,-122.12138
290,CERTIFIED,27-09-2016,03-10-2016,H-1B,16-03-2020,ERNST & YOUNG U.S. LLP,ASSURANCE  SENIOR,ACCOUNTANTS AND AUDITORS,1,1,0,0,0,0,0,65500,64064,Y,Year,2016,N,SECAUCUS,DALLAS,DALLAS,NJ,TX,40.7885,-74.06,32.812462,-96.81412
291,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-09-2019,ERNST & YOUNG U.S. LLP,ADVISORY SENIOR,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,0,1,96230,75421,Y,Year,2016,N,SECAUCUS,BALTIMORE,BALTIMORE,NJ,MD,40.7885,-74.06,39.296507,-76.60693
292,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,NEO PRISM SOLUTIONS LLC,PROGRAMMER ANALYST,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,0,1,70221,52166,Y,Year,2016,Y,SCHAUMBURG,SCHAUMBURG,COOK,IL,IL,42.051927,-88.04814,42.051927,-88.04814
293,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-01-2020,ERNST & YOUNG U.S. LLP,ADVISORY MANAGER,"FINANCIAL SPECIALISTS, ALL OTHER",1,0,1,0,0,0,0,141000,85218,Y,Year,2016,N,SECAUCUS,NEW YORK,NEW YORK,NJ,NY,40.7885,-74.06,40.759511,-73.99019
